%SIMULAZIONI PER PROVARE LA RELAZIONE PA = erfc[0.5*sqrt(<dH>)]
%VOLUME = 64
%MISURA <dH> OGNI N = 100
%deltaTau = 0.200000

1 	 0.257503 	 0.577542 	 0.974758 
2 	 0.212620 	 0.564208 	 1.016831 
3 	 0.210559 	 0.575080 	 1.043691 
4 	 0.283217 	 0.593425 	 0.955974 
5 	 0.205275 	 0.556223 	 1.026716 
6 	 0.238384 	 0.573259 	 0.988684 
7 	 0.232196 	 0.556644 	 0.993636 
8 	 0.236456 	 0.560988 	 0.989685 
9 	 0.259514 	 0.583692 	 0.999195 
10 	 0.214191 	 0.550577 	 1.010967 
11 	 0.257089 	 0.581492 	 0.998028 
12 	 0.260790 	 0.577509 	 0.976968 
13 	 0.303918 	 0.587772 	 0.924723 
14 	 0.256412 	 0.614866 	 1.015722 
15 	 0.217337 	 0.540696 	 0.999051 
16 	 0.253336 	 0.595195 	 1.003229 
17 	 0.226000 	 0.555360 	 1.004114 
18 	 0.240736 	 0.565494 	 0.986338 
19 	 0.251584 	 0.580821 	 1.004477 
20 	 0.232198 	 0.579213 	 1.012119 
21 	 0.217553 	 0.575338 	 1.021165 
22 	 0.276267 	 0.590541 	 0.967255 
23 	 0.233940 	 0.580399 	 1.023375 
24 	 0.198617 	 0.561003 	 1.047368 
25 	 0.260475 	 0.578389 	 0.970410 
26 	 0.255193 	 0.566731 	 0.990119 
27 	 0.222922 	 0.562169 	 1.016557 
28 	 0.229669 	 0.555408 	 0.997479 
29 	 0.211451 	 0.571302 	 1.032994 
30 	 0.286073 	 0.597999 	 0.959926 
31 	 0.277643 	 0.605328 	 0.979181 
32 	 0.249938 	 0.567360 	 0.982436 
33 	 0.263294 	 0.590703 	 0.985354 
34 	 0.227377 	 0.589485 	 1.027799 
35 	 0.261381 	 0.604913 	 0.995616 
36 	 0.219726 	 0.583611 	 1.037327 
37 	 0.247720 	 0.588772 	 0.997708 
38 	 0.233432 	 0.553574 	 0.998164 
39 	 0.238710 	 0.588725 	 1.018289 
40 	 0.226315 	 0.526614 	 0.970650 
41 	 0.275595 	 0.574579 	 0.952289 
42 	 0.269514 	 0.596951 	 0.980599 
43 	 0.220158 	 0.559437 	 1.000822 
44 	 0.211856 	 0.573743 	 1.026858 
45 	 0.236680 	 0.570691 	 0.998849 
46 	 0.239068 	 0.581985 	 1.012545 
47 	 0.232197 	 0.563828 	 1.003616 
48 	 0.238863 	 0.597440 	 1.028546 
49 	 0.211347 	 0.585571 	 1.051675 
50 	 0.227132 	 0.553331 	 0.989523 
51 	 0.287345 	 0.580324 	 0.935778 
52 	 0.248347 	 0.577497 	 1.002321 
53 	 0.266024 	 0.628189 	 1.018296 
54 	 0.252913 	 0.579304 	 0.989986 
55 	 0.254977 	 0.583071 	 0.983437 
56 	 0.224751 	 0.589553 	 1.062361 
57 	 0.212188 	 0.559135 	 1.012891 
58 	 0.202106 	 0.572823 	 1.041394 
59 	 0.220300 	 0.564965 	 1.015565 
60 	 0.256078 	 0.574302 	 0.996545 
61 	 0.242131 	 0.577376 	 0.999034 
62 	 0.208000 	 0.552190 	 1.051322 
63 	 0.228667 	 0.564639 	 1.002318 
64 	 0.228064 	 0.568354 	 1.006721 
65 	 0.284980 	 0.619432 	 0.981803 
66 	 0.257743 	 0.600419 	 0.998228 
67 	 0.259489 	 0.589375 	 0.990675 
68 	 0.274392 	 0.575260 	 0.959311 
69 	 0.277875 	 0.632629 	 1.018029 
70 	 0.238761 	 0.565115 	 0.987832 
71 	 0.293375 	 0.613785 	 0.958382 
72 	 0.225523 	 0.561138 	 1.011775 
73 	 0.230381 	 0.607450 	 1.037477 
74 	 0.300437 	 0.586193 	 0.931537 
75 	 0.257423 	 0.570676 	 0.969309 
76 	 0.254038 	 0.592148 	 1.000046 
77 	 0.191176 	 0.557338 	 1.045665 
78 	 0.242517 	 0.577280 	 0.999329 
79 	 0.276593 	 0.605174 	 0.975317 
80 	 0.264445 	 0.603847 	 1.005843 
81 	 0.207534 	 0.551945 	 1.027574 
82 	 0.214235 	 0.548708 	 1.005160 
83 	 0.196337 	 0.534426 	 1.023618 
84 	 0.224792 	 0.557635 	 1.002192 
85 	 0.270390 	 0.598502 	 0.979292 
86 	 0.235017 	 0.587272 	 1.008632 
87 	 0.224737 	 0.562756 	 1.005272 
88 	 0.223449 	 0.558472 	 1.018445 
89 	 0.252389 	 0.601736 	 1.004824 
90 	 0.261953 	 0.600823 	 0.992251 
91 	 0.269991 	 0.599011 	 1.009366 
92 	 0.217651 	 0.573479 	 1.025369 
93 	 0.236838 	 0.570461 	 1.024561 
94 	 0.262750 	 0.604458 	 0.988995 
95 	 0.235914 	 0.587624 	 1.012568 
96 	 0.227902 	 0.565418 	 1.003120 
97 	 0.278527 	 0.634753 	 1.006191 
98 	 0.222501 	 0.583767 	 1.027594 
99 	 0.213620 	 0.566822 	 1.021878 
100 	 0.276645 	 0.606692 	 0.993033 
%ACCRATE = 0.735280

%deltaTau = 0.142857

101 	 0.045619 	 0.263682 	 1.011190 
102 	 0.063044 	 0.256366 	 0.988384 
103 	 0.050951 	 0.273619 	 1.009158 
104 	 0.063262 	 0.258522 	 0.988490 
105 	 0.052385 	 0.263822 	 1.003201 
106 	 0.057043 	 0.271786 	 1.002238 
107 	 0.051273 	 0.267428 	 1.007415 
108 	 0.060053 	 0.263038 	 0.995743 
109 	 0.050152 	 0.261603 	 1.005113 
110 	 0.048739 	 0.258708 	 1.002768 
111 	 0.057954 	 0.251865 	 0.992723 
