%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%SIMULAZIONE D = 3, L = 8, V = 512
%NUMERO DI MISURE PER OGNI naccu: T = 15625
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
%naccu = 64
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%

1968751 	 -61.515370 	 62.410726 	 4952.797972 	 43624722.255228 
1968752 	 -59.469980 	 68.549666 	 7258.995816 	 120236308.327546 
1968753 	 -150.624316 	 150.624316 	 23284.774544 	 595336257.233992 
1968754 	 -184.531248 	 184.531248 	 36195.760463 	 1577416502.807846 
1968755 	 -99.562184 	 99.562184 	 12629.483015 	 305480113.689425 
1968756 	 -261.551963 	 261.551963 	 69514.284627 	 5114007962.300258 
1968757 	 -263.330376 	 263.330376 	 69962.578626 	 5064514809.022025 
1968758 	 -162.928062 	 162.928062 	 27535.391517 	 860454173.345449 
1968759 	 -176.821362 	 176.821362 	 32758.251702 	 1289203554.772288 
1968760 	 -12.634813 	 93.498332 	 12371.210125 	 273297268.697404 
1968761 	 115.570898 	 116.711295 	 16689.451606 	 411217478.511579 
1968762 	 55.194480 	 56.101981 	 4316.760077 	 34244835.202235 
1968763 	 61.396744 	 63.043934 	 5132.082448 	 51914479.856472 
1968764 	 177.119154 	 177.119154 	 33908.385300 	 1350991072.469739 
1968765 	 192.227484 	 192.227484 	 37530.556733 	 1493843318.201817 
1968766 	 191.371884 	 191.371884 	 37261.273254 	 1482188957.794665 
1968767 	 182.010642 	 182.010642 	 34713.305021 	 1433730140.833334 
1968768 	 254.500957 	 254.500957 	 65344.309807 	 4410926334.840182 
1968769 	 208.546732 	 208.546732 	 45307.901502 	 2351692360.847318 
1968770 	 225.336247 	 225.336247 	 51708.772725 	 2861245707.295264 
1968771 	 166.928213 	 166.928213 	 29352.497032 	 1028136596.387086 
1968772 	 111.916468 	 113.358228 	 15499.203019 	 359963374.537101 
1968773 	 3.604967 	 28.434208 	 1080.233792 	 2261309.735194 
1968774 	 121.312699 	 121.312699 	 17814.875586 	 476600617.543382 
1968775 	 202.558151 	 202.558151 	 41696.243367 	 1849342240.024606 
1968776 	 233.203165 	 233.203165 	 54885.617129 	 3120625874.871085 
1968777 	 245.034759 	 245.034759 	 61078.284579 	 3960332259.212142 
1968778 	 242.045737 	 242.045737 	 59720.504255 	 3822087724.954720 
1968779 	 149.835233 	 149.835233 	 23519.939201 	 646900145.560910 
1968780 	 137.784664 	 137.784664 	 20794.546046 	 556868283.740982 
1968781 	 161.273138 	 161.273138 	 27274.077511 	 874658622.088316 
1968782 	 203.513796 	 203.513796 	 43337.142920 	 2131730953.266355 
1968783 	 238.896834 	 238.896834 	 57824.000759 	 3526723992.337564 
1968784 	 263.955818 	 263.955818 	 70102.440019 	 5032072233.841243 
1968785 	 252.647804 	 252.647804 	 64721.918219 	 4406437483.438813 
1968786 	 216.315348 	 216.315348 	 48598.444120 	 2675401398.236612 
1968787 	 168.083085 	 168.083085 	 29029.514391 	 926803767.455717 
1968788 	 198.588126 	 198.588126 	 40871.548079 	 1870895126.973164 
1968789 	 188.082094 	 188.333016 	 40087.803012 	 2110469622.673292 
1968790 	 7.854377 	 22.736421 	 749.063931 	 1333835.516455 
1968791 	 147.611127 	 147.611127 	 22523.317044 	 570425971.904786 
1968792 	 189.150010 	 189.150010 	 36298.621154 	 1392388905.964560 
1968793 	 173.927729 	 173.927729 	 32630.853472 	 1346120615.700462 
1968794 	 111.623044 	 111.623044 	 13804.880917 	 275277111.732440 
1968795 	 142.960690 	 142.960690 	 21011.257994 	 491389223.028517 
1968796 	 176.970658 	 176.970658 	 33982.895373 	 1519389767.563505 
1968797 	 168.198891 	 168.198891 	 28832.809827 	 889445886.728779 
1968798 	 170.698069 	 170.698069 	 30244.589565 	 1040627799.156942 
1968799 	 207.347446 	 207.347446 	 43333.941541 	 1935911026.350693 
1968800 	 211.708093 	 211.708093 	 46161.433772 	 2405577506.550586 
1968801 	 271.176877 	 271.176877 	 74704.021239 	 5926249728.321124 
1968802 	 215.564473 	 215.564473 	 47163.673743 	 2349631169.129066 
1968803 	 157.873625 	 157.873625 	 25481.804789 	 704844161.061164 
1968804 	 122.539049 	 122.539049 	 16586.716979 	 395424625.806255 
1968805 	 202.722295 	 202.722295 	 42683.139795 	 2058687573.134620 
1968806 	 185.518752 	 185.518752 	 35947.506104 	 1478040896.472849 
1968807 	 229.620534 	 229.620534 	 58299.710713 	 4317031680.230797 
1968808 	 238.499273 	 238.499273 	 57237.064955 	 3355729234.056133 
1968809 	 232.202361 	 232.202361 	 54497.747077 	 3091494728.399007 
1968810 	 240.323353 	 240.323353 	 58037.704161 	 3435576782.301765 
1968811 	 231.914934 	 231.914934 	 54157.153469 	 3014456068.497086 
1968812 	 258.457990 	 258.457990 	 67341.999986 	 4670394516.222385 
1968813 	 256.288273 	 256.288273 	 66179.024801 	 4497874352.099744 
1968814 	 190.216264 	 190.216264 	 36828.888986 	 1447889010.312209 
1968815 	 147.116811 	 147.116811 	 22939.701305 	 651610405.892103 
1968816 	 171.164778 	 171.164778 	 30657.287926 	 1095088976.501086 
1968817 	 195.412933 	 195.412933 	 39846.250981 	 1824394100.822401 
1968818 	 176.266656 	 176.266656 	 32464.060143 	 1220701780.133504 
1968819 	 142.213631 	 142.213631 	 20768.710767 	 475806812.008235 
1968820 	 173.181026 	 173.181026 	 30558.034853 	 1006952146.798143 
1968821 	 186.256580 	 186.256580 	 35680.799133 	 1396772856.650451 
1968822 	 205.840455 	 205.840455 	 43037.200549 	 1973327518.322205 
1968823 	 152.121529 	 152.121529 	 25349.269581 	 889605218.820705 
1968824 	 202.537723 	 202.537723 	 42709.312350 	 2085548636.724405 
1968825 	 169.578284 	 169.578284 	 29596.556357 	 972151488.634922 
1968826 	 210.066368 	 210.066368 	 48184.215732 	 3011192529.545462 
1968827 	 203.390824 	 203.390824 	 44857.743206 	 2512503523.389827 
1968828 	 66.424513 	 67.537228 	 5604.979826 	 50766837.943079 
1968829 	 -106.457726 	 106.457726 	 16218.047676 	 483405022.092140 
1968830 	 -55.270762 	 69.580740 	 8873.378036 	 213408058.821110 
1968831 	 -74.431172 	 75.364258 	 9230.911974 	 226976555.622581 
1968832 	 -177.896577 	 177.896577 	 32350.932267 	 1142921915.367307 
1968833 	 -219.287543 	 219.287543 	 48454.266045 	 2420685364.955282 
1968834 	 -221.361787 	 221.361787 	 49635.426221 	 2591198361.022724 
1968835 	 -182.315700 	 182.315700 	 34101.381279 	 1284999771.656988 
1968836 	 -173.963325 	 173.963325 	 31453.392658 	 1146068879.454759 
1968837 	 -230.268096 	 230.268096 	 54030.664634 	 3114716513.742841 
1968838 	 -211.063791 	 211.063791 	 45438.693491 	 2217554272.796106 
1968839 	 -237.862101 	 237.862101 	 58464.013520 	 3819639655.997180 
1968840 	 -104.576463 	 104.576463 	 12810.419385 	 264564990.196123 
1968841 	 -228.311290 	 228.311290 	 52785.881781 	 2929715272.105803 
1968842 	 -223.528830 	 223.528830 	 51340.938900 	 2911481308.420953 
1968843 	 -221.941709 	 221.941709 	 51726.214160 	 3173101992.463206 
1968844 	 -188.558479 	 188.558479 	 36213.244897 	 1397987762.830994 
1968845 	 -216.849483 	 216.849483 	 48121.464695 	 2529591584.610050 
1968846 	 -109.848211 	 110.421752 	 16175.666729 	 437081749.018847 
1968847 	 -64.060167 	 64.092190 	 4603.356441 	 28344110.634626 
1968848 	 -178.304186 	 178.304186 	 34667.020592 	 1584536721.270463 
1968849 	 64.502280 	 111.950659 	 18702.355085 	 767488682.407712 
1968850 	 226.536970 	 226.536970 	 52310.433604 	 2934427634.506210 
1968851 	 239.565986 	 239.565986 	 59357.079367 	 3910732499.065081 
1968852 	 247.484556 	 247.484556 	 62531.366092 	 4193930939.940701 
1968853 	 234.252361 	 234.252361 	 55347.955776 	 3160866135.592584 
1968854 	 225.458577 	 225.458577 	 51662.136513 	 2837479531.663016 
1968855 	 161.620345 	 161.620345 	 26970.760333 	 820995915.031551 
1968856 	 238.679157 	 238.679157 	 57966.120725 	 3579409165.042055 
1968857 	 188.545666 	 188.545666 	 35964.137490 	 1357187438.322438 
1968858 	 165.848845 	 165.848845 	 28437.175695 	 908945240.504250 
1968859 	 207.360607 	 207.360607 	 43891.197840 	 2075861876.316651 
1968860 	 209.029177 	 209.029177 	 44530.107518 	 2143079304.884796 
1968861 	 126.062567 	 126.062567 	 17085.076798 	 387759100.238973 
1968862 	 94.955167 	 95.307888 	 13258.880281 	 345117608.773323 
1968863 	 112.110264 	 112.696514 	 15123.716967 	 323278154.686423 
1968864 	 124.347858 	 124.347858 	 18984.075807 	 557290154.509902 
1968865 	 76.306418 	 80.522222 	 9859.661899 	 217304711.321583 
1968866 	 -130.888472 	 130.888472 	 20734.955273 	 746241366.240595 
1968867 	 -221.636091 	 221.636091 	 49770.389410 	 2612179423.525748 
1968868 	 -208.001280 	 208.001280 	 44262.448393 	 2119499638.152690 
1968869 	 -102.406833 	 103.673594 	 12379.346059 	 209963033.867550 
1968870 	 138.252465 	 138.252465 	 24979.371577 	 1128765694.148415 
1968871 	 232.466501 	 232.466501 	 55118.428635 	 3275829615.779484 
1968872 	 196.584701 	 196.584701 	 39619.412693 	 1705766928.263726 
1968873 	 103.602721 	 103.602721 	 13604.907130 	 309498190.787911 
1968874 	 43.895213 	 52.258429 	 4238.861439 	 40832474.746535 
1968875 	 180.698027 	 180.698027 	 34160.917195 	 1325733501.280885 
1968876 	 195.934886 	 195.934886 	 40008.826232 	 1882209086.812055 
1968877 	 238.540853 	 238.540853 	 57733.697839 	 3520186126.170882 
1968878 	 273.068702 	 273.068702 	 75169.960899 	 5833794243.230824 
1968879 	 259.109987 	 259.109987 	 69243.408464 	 5298552800.745025 
1968880 	 222.683138 	 222.683138 	 51123.706192 	 2955174191.089721 
1968881 	 293.081479 	 293.081479 	 86242.608976 	 7553634325.442406 
1968882 	 178.037281 	 178.037281 	 32972.238521 	 1245035075.862972 
1968883 	 187.361328 	 187.361328 	 36107.310307 	 1432517872.904719 
1968884 	 247.537511 	 247.537511 	 61710.898909 	 3916468455.411422 
1968885 	 118.107385 	 118.107385 	 15774.551459 	 388127379.567294 
1968886 	 159.917476 	 159.917476 	 26746.932717 	 826976422.157147 
1968887 	 161.858804 	 161.858804 	 28342.156802 	 1037191953.989730 
1968888 	 149.823072 	 149.823072 	 24377.831150 	 778394532.738537 
1968889 	 -7.424517 	 38.915403 	 2163.560719 	 10808535.925473 
1968890 	 -114.417922 	 114.417922 	 14533.178964 	 282245336.413021 
1968891 	 -263.724328 	 263.724328 	 71028.791450 	 5412233918.908822 
1968892 	 -223.485813 	 223.485813 	 50683.233559 	 2720688421.128635 
1968893 	 -233.366035 	 233.366035 	 55076.559736 	 3168771324.981503 
1968894 	 -223.402426 	 223.402426 	 50350.209906 	 2627777840.308076 
1968895 	 -188.318050 	 188.318050 	 38966.191378 	 1932783475.307137 
1968896 	 -137.088841 	 137.088841 	 21252.934285 	 676622636.073324 
1968897 	 -184.872721 	 184.872721 	 34811.628534 	 1297263762.012928 
1968898 	 -172.481148 	 172.481148 	 30281.754190 	 979727961.112180 
1968899 	 -155.312601 	 155.312601 	 25461.919618 	 818615904.886519 
1968900 	 -224.312209 	 224.312209 	 52125.357516 	 3036456871.588019 
1968901 	 -180.215132 	 180.215132 	 33352.030204 	 1212592323.552328 
1968902 	 -206.206659 	 206.206659 	 43943.442140 	 2156926918.359766 
1968903 	 -265.686655 	 265.686655 	 72198.054063 	 5632142379.931596 
1968904 	 -182.682740 	 182.682740 	 35194.333041 	 1482027886.342522 
1968905 	 -182.076372 	 182.076372 	 36649.726491 	 1773873789.171012 
1968906 	 -42.393984 	 43.810575 	 3930.540963 	 59669995.499481 
1968907 	 -182.646682 	 182.646682 	 35973.816815 	 1620970085.341838 
1968908 	 -219.631490 	 219.631490 	 49128.645369 	 2577376182.269902 
1968909 	 -109.072809 	 109.072809 	 16691.830367 	 610364421.309003 
1968910 	 26.168638 	 29.020928 	 1294.670789 	 4026807.930210 
1968911 	 76.802658 	 76.802658 	 7933.713784 	 132655158.607563 
1968912 	 191.653588 	 191.653588 	 38691.830009 	 1777040429.037277 
1968913 	 56.145417 	 64.473702 	 6411.083919 	 126859911.448341 
1968914 	 138.834301 	 138.834301 	 21629.902916 	 630276509.104998 
1968915 	 219.059051 	 219.059051 	 50269.125656 	 2906760834.859074 
